id,valor,categoria
16022,0.3348,C
16023,-1.1463,A
16024,-1.1863,C
16025,0.3527,B
16026,0.3039,A
16027,0.4259,C
16028,0.3155,C
16029,2.578,B
16030,-0.539,B
16031,-1.7257,A
16032,-1.7659,B
16033,1.1425,A
16034,1.4699,A
16035,0.076,B
16036,0.6854,B
16037,1.0873,B
16038,-0.5695,B
16039,0.2016,B
16040,0.6681,B
16041,-1.9893,A
16042,-0.5776,C
16043,0.7237,A
16044,1.0452,B
16045,-1.109,A
16046,0.3931,A
16047,1.2057,C
16048,-2.5415,A
16049,1.6656,A
16050,0.034,C
16051,-0.7586,A
16052,1.5669,B
16053,-1.2723,A
16054,-0.5913,B
16055,1.2566,C
16056,-0.6751,B
16057,-1.0051,B
16058,-1.0145,C
16059,-0.228,B
16060,-0.4671,B
16061,-0.9938,A
16062,0.0226,A
16063,-0.4609,C
16064,-2.5388,C
16065,1.1704,A
16066,-0.9322,A
16067,0.5828,C
16068,-0.4862,C
16069,1.3563,B
16070,1.2759,C
16071,0.2598,B
16072,0.0262,C
16073,1.103,C
16074,-0.4301,B
16075,-0.5306,C
16076,0.2123,C
16077,-0.5736,B
16078,0.0785,A
16079,0.6442,B
16080,-1.0902,A
16081,-0.83,B
16082,-0.1725,A
16083,0.4529,B
16084,-0.5752,B
16085,0.5501,A
16086,0.2137,C
16087,-0.8378,B
16088,-1.236,C
16089,-0.334,C
16090,0.0179,B
16091,1.0064,C
16092,-0.9242,B
16093,-0.1695,A
16094,0.3052,C
16095,2.1307,A
16096,1.3395,C
16097,-0.538,A
16098,0.1909,A
16099,1.3966,A
16100,1.2664,A
16101,-0.3725,C
16102,0.1801,A
16103,-0.7714,C
16104,0.3074,C
16105,1.3045,C
16106,-0.9446,B
16107,1.1646,B
16108,-0.0283,A
16109,0.556,A
16110,-1.8952,C
16111,0.3798,B
16112,-0.7732,B
16113,0.9719,B
16114,-1.0873,A
16115,-1.2144,A
16116,0.7084,A
16117,-0.4044,B
16118,0.8112,B
16119,0.1304,C
16120,-0.7117,A
16121,0.4085,A
16122,0.3946,A
16123,-0.3641,A
16124,-0.6401,A
16125,2.4129,B
16126,1.1611,C
16127,-1.3848,A
16128,-0.5376,C
16129,-1.5545,C
16130,-0.3558,A
16131,0.0206,A
16132,2.2858,A
16133,1.9661,A
16134,0.5752,A
16135,0.5328,C
16136,0.2483,B
16137,1.7187,B
16138,1.5692,C
16139,-0.6977,A
16140,-1.7846,B
16141,1.7259,C
16142,-1.0804,C
16143,2.1965,A
16144,0.4046,A
16145,-0.3215,C
16146,1.6138,C
16147,-0.934,B
16148,0.974,C
16149,-1.2742,B
16150,0.3009,A
16151,-1.2602,A
16152,1.0746,C
16153,0.9724,B
16154,0.0934,B
16155,1.8643,C
16156,-1.2803,C
16157,-0.9983,B
16158,-0.7565,A
16159,-1.2295,A
16160,0.9082,A
16161,0.2661,B
16162,0.8366,B
16163,-0.8709,C
16164,0.0471,A
16165,-0.1999,C
16166,-0.5719,A
16167,1.3667,A
16168,0.6486,C
16169,1.6885,A
16170,0.3312,C
16171,-1.1741,C
16172,0.2819,B
16173,0.7636,B
16174,0.8689,C
16175,0.4822,C
16176,0.4385,A
16177,-0.3291,B
16178,-0.8865,B
16179,0.8221,A
16180,-0.01,C
16181,0.5447,B
16182,-1.25,C
16183,-0.1402,A
16184,-0.1634,B
16185,-0.9567,C
16186,0.2514,C
16187,-0.8337,A
16188,-0.4156,C
16189,0.466,A
16190,-0.9624,C
16191,-1.2846,B
16192,-0.1553,B
16193,0.734,C
16194,1.2275,C
16195,-0.559,B
16196,-0.1579,C
16197,-0.0119,C
16198,0.409,B
16199,-0.0433,A
16200,-0.0705,B
16201,-1.2792,B
16202,0.2059,B
16203,0.1222,A
16204,-1.1386,C
16205,1.3579,B
16206,0.8643,B
16207,0.9392,C
16208,1.4811,B
16209,-1.6536,B
16210,-0.2297,C
16211,0.6709,C
16212,-2.479,B
16213,1.8001,B
16214,1.1124,C
16215,0.9832,C
16216,0.3594,A
16217,-0.2297,A
16218,-0.7403,C
16219,0.5325,B
16220,-1.1389,B
16221,2.9606,A
16222,2.0383,B
16223,-0.8008,B
16224,-0.3472,B
16225,0.6469,C
16226,-0.0838,B
16227,2.1947,B
16228,-1.105,A
16229,-0.6619,A
16230,-0.4239,A
16231,0.534,C
16232,-0.0146,B
16233,0.5838,A
16234,1.4697,B
16235,0.8832,B
16236,0.7167,A
16237,0.3501,A
16238,1.1654,B
16239,0.9773,A
16240,0.5605,B
16241,0.2017,B
16242,-0.4777,C
16243,0.8599,A
16244,0.3265,B
16245,-1.4099,C
16246,0.0698,B
16247,0.8585,B
16248,1.1169,A
16249,0.8557,A
16250,1.5274,B
16251,-1.3903,C
16252,-1.791,C
16253,-0.9145,C
16254,-0.272,C
16255,-1.1648,B
16256,1.9066,A
16257,-0.3031,A
16258,0.5204,B
16259,0.4863,C
16260,1.8491,A
16261,-0.5525,C
16262,-0.115,A
16263,0.8577,B
16264,1.0272,C
16265,-0.2738,B
16266,0.4328,A
16267,1.5202,A
16268,-0.6947,C
16269,0.3174,C
16270,-0.2945,A
16271,-0.653,C
16272,1.4491,B
16273,0.4433,A
16274,-1.4093,A
16275,-0.5061,C
16276,-1.53,C
16277,1.1254,C
16278,0.1715,B
16279,2.5211,A
16280,-0.1983,B
16281,0.2239,A
16282,-1.4422,C
16283,-0.3478,C
16284,-0.3854,C
16285,-0.9889,A
16286,1.3145,C
16287,0.7479,B
16288,-0.1366,B
16289,0.4172,A
16290,-1.9386,C
16291,0.7353,B
16292,-0.3287,A
16293,1.2038,B
16294,0.1853,C
16295,0.4637,A
16296,-0.3414,A
16297,0.2329,B
16298,-2.0704,B
16299,1.4868,A
16300,0.8286,B
16301,-0.1218,C
16302,-1.2764,A
16303,0.4999,C
16304,1.5731,C
16305,0.9902,B
16306,-1.5161,C
16307,0.1774,C
16308,1.0404,B
16309,0.3809,C
16310,-0.0833,A
16311,-0.6638,C
16312,-0.5706,C
16313,1.048,C
16314,-0.037,B
16315,1.1863,B
16316,0.8098,A
16317,-0.0143,C
16318,-1.2395,A
16319,-0.324,C
16320,-0.5627,C
16321,-0.4033,B
16322,-1.5755,B
16323,0.1078,B
16324,0.8915,C
16325,-0.0894,B
16326,-0.4204,C
16327,0.4387,A
16328,0.0575,B
16329,-0.6545,B
16330,-0.4733,B
16331,0.0045,A
16332,-0.2727,A
16333,0.2802,B
16334,0.0416,B
16335,-0.9091,B
16336,-0.731,B
16337,1.0439,C
16338,-1.9624,A
16339,-0.7361,B
16340,2.2787,A
16341,0.3661,B
16342,0.2685,B
16343,1.2915,C
16344,-0.4615,A
16345,0.1074,A
16346,0.3329,A
16347,-0.0308,B
16348,-1.159,C
16349,1.5337,A
16350,-0.6363,C
16351,1.2021,C
16352,-0.0595,C
16353,-0.4513,C
16354,0.1822,A
16355,-0.4133,C
16356,1.223,B
16357,1.8772,A
16358,1.6146,B
16359,-0.5107,A
16360,0.7663,B
16361,-0.0736,A
16362,-1.4089,A
16363,-0.6685,C
16364,-0.6401,B
16365,0.5076,C
16366,-0.1582,B
16367,0.8213,C
16368,0.703,B
16369,1.335,B
16370,-0.4603,B
16371,0.4019,C
16372,-1.4946,A
16373,0.001,A
16374,1.497,B
16375,0.3514,B
16376,0.9557,C
16377,-0.9837,A
16378,1.4338,A
16379,0.998,C
16380,-2.1005,C
16381,0.6466,C
16382,1.9178,A
16383,0.0616,B
16384,0.0447,B
16385,0.4674,C
16386,-1.7269,B
16387,1.4742,B
16388,0.7604,C
16389,-1.5266,B
16390,0.6907,A
16391,-0.433,B
16392,-0.224,B
16393,-0.5841,A
16394,-1.3688,B
16395,-1.2227,A
16396,-0.7749,C
16397,0.8501,A
16398,-0.1189,C
16399,-0.4144,C
16400,0.068,A
16401,-0.9826,C
16402,1.0783,B
16403,0.4813,B
16404,-0.882,B
16405,-0.2115,C
16406,0.0086,B
16407,0.484,B
16408,-0.8555,C
16409,0.9879,A
16410,-0.8715,B
16411,-1.7559,B
16412,-0.4918,A
16413,0.2912,B
16414,1.1001,A
16415,-1.285,C
16416,-0.1417,B
16417,0.5114,B
16418,-0.2813,A
16419,-0.2168,A
16420,0.456,C
16421,-0.2941,A
16422,0.0243,B
16423,-0.9387,A
16424,-1.0414,A
16425,-1.03,A
16426,1.1421,B
16427,1.0063,C
16428,-0.4872,B
16429,-0.3408,C
16430,-0.8271,C
16431,-0.0074,A
16432,-0.3465,A
16433,0.475,C
16434,0.3912,B
16435,1.5442,A
16436,0.5713,B
16437,-1.0397,A
16438,-0.6193,C
16439,-0.9923,A
16440,-0.1637,B
16441,1.0779,C
16442,-0.33,A
16443,-0.3297,B
16444,-0.1599,B
16445,0.2401,A
16446,-1.898,C
16447,0.975,A
16448,1.2134,A
16449,-0.5971,B
16450,0.2259,B
16451,-0.5223,B
16452,0.6659,C
16453,0.4532,B
16454,0.7943,C
16455,-1.7157,B
16456,1.8252,C
16457,1.6195,A
16458,0.876,A
16459,-0.9725,C
16460,-1.0164,A
16461,0.2142,B
16462,0.6132,A
16463,-0.6919,A
16464,0.5493,C
16465,0.7946,A
16466,0.2895,C
16467,-0.5773,B
16468,-1.0697,A
16469,0.17,C
16470,0.9413,B
16471,1.0327,B
16472,-0.314,B
16473,-0.5518,C
16474,0.1573,A
16475,-0.0624,A
16476,0.4046,C
16477,0.5765,C
16478,0.5603,C
16479,-0.2489,B
16480,1.2817,C
16481,1.2518,A
16482,-0.6156,B
16483,0.3393,C
16484,-1.4664,C
16485,-0.3624,A
16486,-0.1641,C
16487,0.1257,C
16488,-1.5913,C
16489,-1.3339,A
16490,-1.2433,C
16491,-0.2094,C
16492,-0.7312,A
16493,0.3057,C
16494,-2.3828,A
16495,-0.5143,C
16496,-0.1687,B
16497,0.4421,B
16498,-0.162,A
16499,1.657,A
16500,-1.1879,A
16501,1.063,C
16502,1.2815,A
16503,0.1567,A
16504,0.0745,B
16505,1.0076,B
16506,0.5991,A
16507,0.5334,A
16508,-0.5028,C
16509,-0.9453,B
16510,0.9052,B
16511,0.523,B
16512,0.8703,A
16513,0.0104,B
16514,0.5638,C
16515,-0.0548,C
16516,0.725,A
16517,0.9333,C
16518,0.1967,A
16519,0.7964,A
16520,-0.0356,B
16521,0.2804,A
16522,0.0122,C
16523,-1.1821,A
16524,-0.3806,B
16525,-0.5961,C
16526,-0.0366,A
16527,0.5069,B
16528,0.6835,A
16529,0.2465,C
16530,0.6926,B
16531,0.1494,B
16532,-1.8588,A
16533,0.8615,B
16534,-0.0781,C
16535,1.883,B
16536,-1.3942,C
16537,-1.0731,C
16538,-0.7807,C
16539,-0.3388,C
16540,-0.6484,B
16541,0.3413,C
16542,-0.1703,C
16543,-0.5856,C
16544,1.6902,C
16545,-2.8705,C
16546,0.7828,C
16547,1.1487,B
16548,-0.3284,B
16549,-1.1127,A
16550,0.5995,C
16551,-0.7944,A
16552,-0.3947,A
16553,-0.2057,A
16554,0.7922,B
16555,0.8959,C
16556,0.1165,C
16557,-2.1735,C
16558,-0.3546,B
16559,0.4881,A
16560,-0.7856,A
16561,-1.2111,C
16562,1.5718,A
16563,1.3265,C
16564,-0.9562,C
16565,0.356,A
16566,-0.2821,A
16567,-0.7108,B
16568,0.092,C
16569,-1.1631,C
16570,0.3331,C
16571,-1.0163,C
16572,-0.164,C
16573,-0.147,C
16574,0.6982,B
16575,-0.2375,B
16576,-0.1356,A
16577,-0.7718,C
16578,-0.1168,C
16579,-0.5742,A
16580,-0.3065,C
16581,0.744,C
16582,-0.2628,C
16583,-0.8762,C
16584,-0.1257,B
16585,-1.4688,A
16586,-0.3968,B
16587,1.1084,A
16588,-2.0915,A
16589,-0.6342,C
16590,-0.8757,B
16591,-0.8053,B
16592,1.9379,C
16593,-1.2569,B
16594,0.1071,C
16595,-0.0263,C
16596,1.3128,C
16597,1.696,C
16598,0.2069,B
16599,-0.0054,C
16600,-0.1846,C
16601,-2.0476,B
16602,0.5091,A
16603,0.3913,B
16604,-0.9529,B
16605,0.0826,A
16606,0.9374,B
16607,0.2967,C
16608,1.7433,C
16609,-0.9244,B
16610,-1.7879,C
16611,0.723,B
16612,1.7451,A
16613,-0.1224,B
16614,0.8464,C
16615,0.5637,A
16616,-1.5983,B
16617,0.456,C
16618,-0.4275,C
16619,-0.8123,C
16620,0.3252,A
16621,0.8781,A
16622,-1.657,B
16623,1.6517,C
16624,1.1007,C
16625,0.5821,A
16626,1.5098,B
16627,-0.0376,B
16628,0.7649,C
16629,-0.886,B
16630,0.3196,B
16631,-1.3659,C
16632,-0.0362,C
16633,-1.2143,A
16634,-1.0375,A
16635,-1.0153,A
16636,0.0297,A
16637,0.4589,B
16638,1.6987,A
16639,1.538,C
16640,0.1165,A
16641,-0.0454,B
16642,-0.6024,C
16643,-1.2636,A
16644,-0.3555,A
16645,-0.7995,A
16646,0.6212,B
16647,1.0275,A
16648,-0.9379,C
16649,0.2316,B
16650,0.4461,B
16651,0.4271,C
16652,0.6182,B
16653,0.1555,A
16654,0.3164,A
16655,-0.508,C
16656,0.4494,A
16657,-1.2901,C
16658,-0.0518,A
16659,0.3411,B
16660,0.3346,B
16661,0.6036,C
16662,-0.7028,A
16663,1.1871,C
16664,1.2117,B
16665,0.53,C
16666,-1.3183,B
16667,0.2279,A
16668,-1.753,C
16669,-0.9806,B
16670,-0.9467,B
16671,-0.6116,A
16672,0.6375,B
16673,-0.0657,B
16674,-2.0402,A
16675,-2.5811,B
16676,0.0145,B
16677,3.4743,C
16678,2.1114,A
16679,-0.1545,C
16680,1.3627,A
16681,0.3907,C
16682,0.342,C
16683,-0.6829,C
16684,-0.3649,B
16685,-1.5883,A
16686,1.3124,A
16687,0.448,B
16688,-0.8845,B
16689,0.0021,A
16690,0.2793,A
16691,0.1113,B
16692,-0.1696,A
16693,-0.5045,A
16694,0.6832,C
16695,0.6075,B
16696,0.8919,B
16697,-0.7626,A
16698,-0.463,B
16699,0.6335,B
16700,-1.5874,A
16701,-1.6203,A
16702,0.1336,C
16703,0.8692,A
16704,1.5727,A
16705,-1.1085,A
16706,-0.4566,B
16707,-0.2927,C
16708,0.8438,C
16709,-2.4933,B
16710,1.1992,A
16711,0.4946,C
16712,1.725,B
16713,0.7878,A
16714,-1.3456,C
16715,-1.1855,A
16716,0.3134,A
16717,2.0294,B
16718,-1.5139,B
16719,-0.5097,B
16720,-0.9231,C
16721,0.0585,B
16722,0.1427,A
16723,-0.9037,C
16724,0.0515,A
16725,0.8169,B
16726,-0.5271,A
16727,-1.2613,B
16728,1.3689,A
16729,0.3153,B
16730,0.8488,C
16731,1.4425,B
16732,-0.3092,B
16733,-0.5044,A
16734,1.9341,C
16735,0.3686,C
16736,0.1788,A
16737,0.167,A
16738,-0.3983,B
16739,1.0299,C
16740,-0.6946,B
16741,-0.2517,C
16742,-0.4358,C
16743,1.8511,A
16744,2.0847,B
16745,0.1179,B
16746,0.9331,B
16747,-0.0365,A
16748,0.863,A
16749,0.9397,C
16750,-1.4492,C
16751,0.3492,A
16752,-0.7113,C
16753,-1.6473,A
16754,-1.6471,B
16755,0.0862,C
16756,-1.0442,B
16757,-1.4924,B
16758,-1.4394,B
16759,0.2752,C
16760,1.0939,B
16761,0.6517,B
16762,-0.9813,C
16763,0.8418,C
16764,-0.918,A
16765,0.206,C
16766,-1.1929,C
16767,-1.9964,A
16768,-0.1841,C
16769,0.2591,C
16770,1.0032,B
16771,-0.0777,B
16772,-0.2822,B
16773,0.6632,B
16774,-0.0361,B
16775,0.2307,A
16776,-0.5208,B
16777,0.8022,A
16778,-1.1034,C
16779,0.7304,B
16780,-0.1189,C
16781,-1.9394,C
16782,-0.865,B
16783,-0.446,C
16784,0.0724,A
16785,-1.3177,A
16786,0.3349,B
16787,-0.1493,B
16788,-0.5792,C
16789,0.7342,C
16790,0.4118,A
16791,0.3361,A
16792,-1.4158,C
16793,0.0851,C
16794,1.7979,C
16795,-1.5431,C
16796,-0.2648,A
16797,-0.5846,A
16798,-0.7112,B
16799,0.3056,B
16800,-0.0566,A
16801,0.2217,A
16802,0.4912,C
16803,1.1055,C
16804,0.5377,C
16805,0.7224,C
16806,-0.9914,A
16807,0.0394,B
16808,1.549,A
16809,-0.0194,A
16810,-0.1905,A
16811,-0.518,A
16812,-1.9149,A
16813,-1.3246,A
16814,-0.6978,B
16815,0.6617,B
16816,-0.2212,C
16817,-1.8295,C
16818,-0.416,C
16819,0.375,A
16820,-0.279,C
16821,-0.9507,A
16822,-0.7908,C
16823,-1.2295,B
16824,0.4488,B
16825,0.5367,C
16826,0.6061,A
16827,1.4874,B
16828,-0.1709,A
16829,-0.6493,A
16830,-0.721,B
16831,-2.4909,A
16832,0.7571,C
16833,-0.686,C
16834,-1.1535,A
16835,1.1446,B
16836,-1.552,B
16837,0.5727,C
16838,-0.4438,A
16839,0.0867,B
16840,-0.57,A
16841,1.3663,B
16842,1.0714,B
16843,-2.3288,C
16844,-1.7504,B
16845,0.0755,A
16846,-2.2912,C
16847,1.9081,C
16848,-1.9183,C
16849,0.7907,A
16850,0.8117,C
16851,-0.1332,C
16852,-0.7302,B
16853,-3.0384,B
16854,1.0458,C
16855,1.7674,A
16856,1.9621,C
16857,-0.9651,A
16858,0.808,A
16859,-0.3367,A
16860,0.36,B
16861,0.9256,C
16862,-1.1979,C
16863,-0.6136,B
16864,0.0379,B
16865,-0.5434,C
16866,-0.4765,A
16867,0.2771,C
16868,0.4128,A
16869,1.0509,A
16870,-0.0931,C
16871,-2.083,B
16872,-1.1379,A
16873,2.1107,C
16874,0.4198,B
16875,1.1014,B
16876,-1.6156,C
16877,-0.4162,C
16878,-0.1383,A
16879,0.8762,B
16880,0.2476,C
16881,-1.2637,A
16882,0.1234,C
16883,-0.2506,C
16884,-0.5296,B
16885,0.3958,B
16886,1.0804,A
16887,-0.3698,A
16888,0.4245,B
16889,0.3426,B
16890,0.8211,B
16891,0.1213,B
16892,1.5323,B
16893,-0.4879,A
16894,1.5555,A
16895,-0.6948,A
16896,-0.6278,A
16897,-0.6216,B
16898,0.1864,A
16899,0.5035,A
16900,-1.221,B
16901,1.9825,B
16902,0.7102,A
16903,0.9595,C
16904,1.6167,A
16905,0.6499,B
16906,0.1387,C
16907,-0.5691,C
16908,0.4865,C
16909,0.1512,C
16910,-1.3374,C
16911,0.8135,B
16912,0.9295,A
16913,0.3116,C
16914,0.2071,A
16915,0.9257,B
16916,1.2817,B
16917,1.1704,B
16918,0.235,C
16919,-0.7314,B
16920,1.7925,A
16921,0.624,C
16922,-1.4323,C
16923,-0.5569,A
16924,0.3649,B
16925,0.8393,A
16926,-0.7682,C
16927,-1.3831,B
16928,0.2032,A
16929,0.1758,A
16930,0.3184,B
16931,1.0963,B
16932,0.4902,C
16933,-0.8541,B
16934,-0.3681,A
16935,0.549,C
16936,0.3607,A
16937,1.2451,B
16938,0.0341,C
16939,-0.3256,C
16940,-1.0011,C
16941,1.197,C
16942,-2.2661,C
16943,-0.1178,C
16944,-0.8409,B
16945,-0.3552,B
16946,0.7141,C
16947,1.0547,C
16948,0.879,C
16949,1.4573,B
16950,0.1355,A
16951,-1.4796,B
16952,-0.1125,C
16953,-1.3051,B
16954,0.1249,C
16955,-1.8389,B
16956,-1.1159,B
16957,1.9819,B
16958,0.6365,B
16959,-1.954,A
16960,-0.2127,B
16961,0.6063,A
16962,-1.1648,B
16963,1.2246,B
16964,-0.9809,A
16965,0.598,C
16966,0.6994,C
16967,0.2439,A
16968,-1.153,B
16969,0.039,A
16970,-1.4722,B
16971,0.4759,C
16972,-0.9285,A
16973,-1.4158,C
16974,-0.385,C
16975,-0.1707,C
16976,0.5932,B
16977,-1.8685,B
16978,-0.6543,A
16979,0.9007,B
16980,0.9295,C
16981,-0.2931,B
16982,-1.1122,C
16983,-1.0248,A
16984,-0.7225,C
16985,0.2393,A
16986,-0.6981,A
16987,-0.3184,A
16988,-2.0069,B
16989,-0.5359,B
16990,1.3224,A
16991,1.5365,C
16992,0.1445,C
16993,-0.6528,B
16994,0.0083,C
16995,-0.6681,B
16996,-1.948,C
16997,-1.1579,C
16998,0.5125,C
16999,1.0865,A
17000,-0.8351,A
17001,-0.5424,B
17002,-1.8147,B
17003,-0.2897,B
17004,-0.9635,B
17005,-1.0028,C
17006,-1.0939,A
17007,0.243,A
17008,-0.6771,B
17009,-1.0537,C
17010,-0.9057,C
17011,0.3059,A
17012,0.5811,B
17013,0.2194,A
17014,-0.3918,C
17015,0.4984,B
17016,-1.0198,A
17017,-0.4257,A
17018,0.8534,C
17019,-0.0013,B
17020,-1.6653,A
17021,0.119,A
17022,0.5307,B
17023,0.6434,C
17024,0.2451,A
17025,-1.032,A
17026,2.3322,A
17027,-0.3763,C
17028,0.0208,A
17029,0.2298,C
17030,0.3385,A
17031,0.8081,C
17032,0.9061,B
17033,0.7744,C
17034,-1.4992,A
17035,-1.8746,B
17036,-0.2275,B
17037,-1.032,C
17038,-0.6412,B
17039,-1.2237,B
17040,-0.1268,C
17041,-1.3165,A
17042,0.5126,A
17043,-0.3666,C
17044,0.0045,A
17045,0.4287,A
17046,-0.0095,C
17047,-0.3294,A
17048,-0.2335,A
17049,1.4722,C
17050,-0.409,A
17051,-0.1434,B
17052,-0.4659,C
17053,0.0745,B
17054,-0.354,B
17055,1.2394,B
17056,0.9274,B
17057,-0.7036,A
17058,0.2685,C
17059,0.8186,B
17060,-1.7163,C
17061,0.0165,C
17062,-1.1723,A
17063,-1.0332,B
17064,0.1723,B
17065,-0.1408,B
17066,0.7501,A
17067,-0.3991,C
17068,-0.8624,C
17069,1.0258,C
17070,-1.3491,A
17071,0.6632,B
17072,2.3135,C
17073,0.2973,C
17074,-1.8488,B
17075,-1.2255,A
17076,-0.3078,C
17077,0.6413,C
17078,-1.181,C
17079,0.5926,C
17080,-0.7075,A
17081,-1.5143,C
17082,-0.8773,A
17083,-0.1985,C
17084,-1.5275,B
17085,-1.1051,B
17086,-0.3965,B
17087,-0.7021,C
17088,-0.0464,A
17089,1.3874,C
17090,-1.3855,A
17091,-0.2177,A
17092,-1.5631,B
17093,-0.0636,A
17094,0.6819,A
17095,0.4574,A
17096,-1.6996,C
17097,-0.5418,B
17098,0.712,A
17099,-0.3685,C
17100,0.1152,C
17101,-0.6586,B
17102,0.7534,B
17103,-1.2737,B
17104,-1.0889,A
17105,0.0752,C
17106,0.1244,B
17107,0.2133,A
17108,1.7535,A
17109,1.6505,A
17110,0.7818,C
17111,-0.0174,A
17112,0.5654,B
17113,0.8687,A
17114,-1.0138,A
17115,0.309,A
17116,0.2331,B
17117,-1.466,B
17118,-0.9559,C
17119,-1.3153,A
17120,-0.0337,B
17121,-0.5884,B
17122,-1.5001,A
17123,0.6018,B
17124,-0.472,C
17125,-1.2699,A
17126,0.1061,B
17127,0.0887,A
17128,0.1514,B
17129,0.7479,C
17130,-1.0278,A
17131,-0.1833,B
17132,-0.0177,C
17133,-1.0095,B
17134,0.6322,A
17135,0.6242,B
17136,0.2675,C
17137,-1.1515,A
17138,-0.4688,C
17139,-0.1816,C
17140,-1.4082,C
17141,-0.6594,C
17142,0.6284,A
17143,-1.2183,B
17144,1.1725,B
17145,0.1507,B
17146,-0.3121,C
17147,0.3306,C
17148,-0.9906,A
17149,0.7458,C
17150,-0.7685,A
17151,1.7625,C
17152,2.4307,C
17153,1.8793,B
17154,-0.9205,B
17155,0.9035,A
17156,-1.5316,B
17157,-1.1518,C
17158,0.3058,B
17159,0.1744,B
17160,-0.4239,C
17161,-0.1234,A
17162,-1.4964,A
17163,0.6363,A
17164,-0.745,C
17165,1.3328,B
17166,0.5794,C
17167,0.6414,C
17168,2.0887,B
17169,0.2391,C
17170,-1.5837,A
17171,-0.4254,C
17172,-0.9267,C
17173,-0.4546,C
17174,-0.6096,A
17175,-0.9954,B
17176,0.3001,A
17177,-1.4998,A
17178,-0.4007,C
17179,1.1029,B
17180,0.6801,A
17181,-0.1649,A
17182,-0.3378,A
17183,0.1655,C
17184,-0.151,A
17185,-0.7077,A
17186,1.2592,B
17187,0.9965,B
17188,-1.1224,A
17189,-0.8128,B
17190,0.5554,A
17191,-0.8728,B
17192,-1.1253,B
17193,-0.9671,B
17194,-0.381,C
17195,1.8075,B
17196,-0.8451,B
17197,-0.2469,A
17198,0.2472,C
17199,-0.8335,B
17200,-1.3246,B
17201,0.2292,B
17202,0.2954,B
17203,-0.403,A
17204,-0.019,C
17205,-0.0587,C
17206,0.9562,C
17207,-0.8833,A
17208,0.1667,A
17209,0.2907,B
17210,1.0956,C
17211,1.6207,C
17212,-0.4145,A
17213,0.8484,C
17214,-0.4481,C
17215,-0.2494,B
17216,0.4708,C
17217,0.6383,B
17218,0.6175,A
17219,0.4546,A
17220,0.4011,C
17221,-0.5729,A
17222,-0.8823,A
17223,-0.0356,C
17224,-0.3278,B
17225,0.192,A
17226,-0.9476,C
17227,-0.9061,A
17228,0.4103,B
17229,1.731,A
17230,0.1996,C
17231,-1.6964,C
17232,0.7718,B
17233,-1.241,C
17234,0.5545,B
17235,0.8987,B
17236,0.0007,A
17237,0.7843,A
17238,-0.1315,C
17239,1.5365,C
17240,0.5822,B
17241,0.3993,A
17242,1.4546,A
17243,0.7454,B
17244,-0.317,B
17245,1.2374,B
17246,0.1761,C
17247,-0.3088,C
17248,1.5139,A
17249,-1.7709,A
17250,-0.0181,C
17251,-0.1457,B
17252,-0.4437,A
17253,-2.0888,C
17254,0.9527,A
17255,0.5187,C
17256,-0.7843,A
17257,-0.5609,A
17258,1.4154,A
17259,1.8762,C
17260,0.9147,C
17261,-0.609,C
17262,-1.7821,B
17263,-0.2828,A
17264,0.1079,C
17265,-0.1422,B
17266,-0.188,C
17267,0.0512,B
17268,0.4119,A
17269,-0.8279,C
17270,-0.7551,A
17271,1.2666,B
17272,-0.4804,B
17273,0.5488,A
17274,0.2635,B
17275,-0.2534,C
17276,-0.8638,A
17277,-0.4857,C
17278,-0.4191,A
17279,0.2364,B
17280,-0.4127,C
17281,-0.807,A
17282,-1.113,A
17283,0.1357,C
17284,0.0224,C
17285,-0.2786,A
17286,1.2455,A
17287,-0.5144,B
17288,2.6556,B
17289,0.0642,A
17290,-0.2574,A
17291,-0.8726,A
17292,-0.2832,B
17293,-0.9655,A
17294,1.0345,B
17295,-0.4316,C
17296,0.7901,B
17297,0.2205,B
17298,-0.181,A
17299,-0.0596,B
17300,-0.7975,C
17301,1.5977,C
17302,0.2041,C
17303,0.1669,B
17304,-1.4041,C
17305,0.6341,C
17306,-3.3553,B
17307,-0.7082,B
17308,-1.8619,B
17309,-0.7001,A
17310,-0.9712,C
17311,-0.2523,A
17312,-1.4002,B
17313,-1.7108,B
17314,0.6386,B
17315,-2.1973,A
17316,-0.4808,A
17317,0.8233,C
17318,1.0883,C
17319,-0.67,B
17320,-0.0697,A
17321,-2.5332,C
17322,0.9032,C
17323,-0.625,C
17324,-0.0231,C
17325,-0.1289,B
17326,0.1249,B
17327,1.7795,A
17328,0.4365,B
17329,0.6818,B
17330,-0.3002,C
17331,-0.9008,A
17332,0.9126,A
17333,-0.5947,C
17334,-0.7816,B
17335,-0.4388,C
17336,-1.1836,C
17337,-1.2581,C
17338,0.9344,C
17339,-0.1964,B
17340,0.8486,C
17341,-1.5976,A
17342,1.2562,B
17343,-0.3492,B
17344,-0.0802,B
17345,0.8734,B
17346,-1.016,B
17347,0.3497,C
17348,-0.3323,C
17349,0.7669,A
17350,-1.2336,C
17351,-0.4762,B
17352,-1.1073,A
17353,0.1686,B
17354,0.5539,B
17355,-0.5721,B
17356,-0.0043,C
17357,0.4758,A
17358,-0.0761,B
17359,-1.7301,A
17360,0.1233,B
17361,-0.5962,C
17362,0.6419,C
17363,0.1258,B
17364,0.0454,C
17365,-0.3234,A
17366,0.975,C
